tool_id,g1,g2,g3,g4,g5,description,scope,returns,inputs
nft.nft_holder_leaderboard,nft,holders,nft_holder_leaderboard,Top Holders,Latest Transfers,Ranks current NFT holders by count.,generic,"[""wallet:string"",""count:number"",""token_ids:string""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""top_n"", ""label"": ""Top N"", ""type"": ""top_n"", ""required"": false, ""default"": ""50""}]"
nft.nft_avg_holding_time,nft,holders,nft_avg_holding_time,Average Hold Time,Acquisition Dates,Computes average days held by current owners.,generic,"[""avg_days_held:number"",""median_days_held:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
nft.unique_minter_timeseries,nft,mints,unique_minter_timeseries,Unique Minters,ERC721 Transfers,Tracks unique minters over time.,generic,"[""period:timestamp"",""unique_minters:number"",""total_mints:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""interval"", ""label"": ""Interval"", ""type"": ""interval"", ""required"": true, ""default"": ""day""}]"
nft.nft_flip_profits,nft,trader,nft_flip_profits,Flip Profits,nft.trades self-join,Computes profits from NFT buy-sell flips per token.,generic,"[""token_id:string"",""profit:number"",""buy_price:number"",""sell_price:number"",""hold_days:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
nft.buyer_collection_diversity,nft,buyer,buyer_collection_diversity,Buyer Diversity,nft.trades aggregation,Distributions buyers by distinct collections traded.,generic,"[""num_collections:number"",""buyer_count:number""]","[{""key"": ""platform"", ""label"": ""Platform"", ""type"": ""text"", ""required"": false, ""default"": ""OpenSea""}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}]"
token.circulating_supply_calculator,token,supply,circulating_supply_calculator,Circulating Supply,Transfer-based calc,Computes circulating supply excluding burns from transfer history.,generic,"[""mint:string"",""circulating_supply:number""]","[{""key"": ""mints_csv"", ""label"": ""\""Comma-separated mints\"""", ""type"": ""text"", ""required"": true, ""default"": null}, {""key"": ""cutoff_time"", ""label"": ""\""Cutoff timestamp\"""", ""type"": ""date_from"", ""required"": true, ""default"": null}]"
nft.collection_volume_distribution,nft,holders,collection_volume_distribution,Volume Buckets,nft.trades tiers,Counts collections by cumulative trading volume tiers.,generic,"[""volume_tier:string"",""collection_count:number""]","[{""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": false, ""default"": null}]"
nft.top_projects_by_monthly_users,nft,collection,top_projects_by_monthly_users,Monthly Active Users,nft.trades table,Ranks projects by distinct monthly users with minimum threshold.,generic,"[""month:string"",""project:string"",""users:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": ""12 months ago""}, {""key"": ""min_users"", ""label"": ""Min Users"", ""type"": ""number"", ""required"": false, ""default"": ""100""}]"
nft.daily_floor_price,nft,floor_price,daily_floor_price,Floor Price Evolution,nft.trades table,Computes daily floor price via 10th percentile of trade amounts.,generic,"[""day:string"",""floor:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""interval"", ""label"": ""Interval"", ""type"": ""interval"", ""required"": false, ""default"": ""day""}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}]"
nft.marketplace_user_activity,nft,marketplace,marketplace_user_activity,Daily Active Users,nft.trades table,Counts daily distinct users per NFT marketplace.,generic,"[""day:string"",""platform:string"",""users:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": ""1 year ago""}]"
nft.volume_tier_distribution,nft,holders,volume_tier_distribution,Whale Volume Buckets,nft.trades table,Buckets collections by total trade volume into whale tiers.,generic,"[""total:number"",""ten_thousand_eth:number"",""five_thousand_eth:number"",""thousand_eth:number"",""hundred_eth:number"",""ten_eth:number""]","[{""key"": ""min_eth"", ""label"": ""Min ETH Volume"", ""type"": ""number"", ""required"": false, ""default"": ""0""}]"
nft.nft_wash_trade_detector,nft,wash_trading,nft_wash_trade_detector,Wash Trade Ratio,NFT Trades Cycles,Detects wash trading via buyer-seller swaps on same NFT token.,generic,"[""week:string"",""project:string"",""total_tx:number"",""wash_tx:number"",""wash_ratio:number""]","[{""key"": ""chain"", ""label"": ""Chain"", ""type"": ""chain"", ""required"": true, ""default"": ""ethereum""}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": false, ""default"": null}]"
nft.nft_token_wash_scorer,nft,wash_trading,nft_token_wash_scorer,Token Wash Score,Trade to Seller Ratio,Scores NFT tokens by wash ratio of total trades to unique sellers.,generic,"[""token_id:string"",""trade_count:number"",""unique_sellers:number"",""ratio:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""min_trades"", ""label"": ""Min Trades"", ""type"": ""number"", ""required"": false, ""default"": ""50""}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}]"
nft.nft_trader_profit,nft,wallet,nft_trader_profit,Trader Net Profit,Buy-Sell Volume Diff,Computes net profit per wallet as sell volume minus buy volume.,generic,"[""wallet:string"",""buy_volume:number"",""sell_volume:number"",""profit:number""]","[{""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": true, ""default"": null}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""min_usd"", ""label"": ""Min USD"", ""type"": ""min_usd"", ""required"": false, ""default"": ""0""}]"
nft.nft_first_collection_cohort,nft,cohort,nft_first_collection_cohort,First Purchase Cohort,Buyer Onboarding Trends,Identifies first NFT collection purchased by new users monthly.,generic,"[""month:string"",""collection:string"",""new_buyers:number""]","[{""key"": ""chain"", ""label"": ""Chain"", ""type"": ""chain"", ""required"": true, ""default"": ""ethereum""}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": ""2021-06-01""}]"
nft.monthly_active_users,nft,marketplace,monthly_active_users,Monthly Active Addresses,nft.trades buyers/sellers,Computes monthly unique active addresses across buyers and sellers.,generic,"[""date:string"",""monthly_active_addresses:number""]","[{""key"": ""protocol"", ""label"": ""Protocol"", ""type"": ""protocol"", ""required"": true, ""default"": null}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}]"
nft.average_hold_time,nft,holders,average_hold_time,Avg Token Hold Time,nft.trades LAG window,Computes average days held per NFT token using sequential transaction lags.,generic,"[""avg_time:number"",""trnx_count:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
token.cex_net_flow_daily,token,cex,cex_net_flow_daily,CEX Net Flow Daily,ERC20 Transfers Polygon,Aggregates daily inflows minus outflows to CEX wallets.,generic,"[""day:date"",""net_flow:number"",""inflow:number"",""outflow:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""cex_addresses"", ""label"": ""CEX Addresses"", ""type"": ""text"", ""required"": true, ""default"": null}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}]"
nft.whale_buyers_rank,nft,holders,whale_buyers_rank,Whale Buyer Collections,nft.trades high-value filter,Ranks collections by number of unique whale buyers (>$10k trades).,generic,"[""collection:string"",""nft_contract_address:string"",""whale_buyers:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""threshold_usd"", ""label"": ""Min USD Threshold"", ""type"": ""threshold_usd"", ""required"": false, ""default"": ""10000""}]"
nft.trader_net_flow,nft,wallet,trader_net_flow,Weekly Buyer-Seller Diff,nft.trades buyer/seller counts,Computes weekly net traders (buyers minus sellers) with direction signals.,generic,"[""interval:string"",""diff:number"",""diffUp:boolean"",""diffDown:boolean""]","[{""key"": ""min_usd"", ""label"": ""Min USD"", ""type"": ""min_usd"", ""required"": false, ""default"": ""1000""}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}]"
nft.trader_profit_ranking,nft,traders,trader_profit_ranking,Net Profit Leaderboard,Trades self-join,Ranks traders by net profit from NFT sales minus purchases.,generic,"[""trader:string"",""profit:number"",""sell_volume:number"",""buy_volume:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}, {""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": false, ""default"": null}, {""key"": ""min_usd"", ""label"": ""Min USD"", ""type"": ""min_usd"", ""required"": false, ""default"": ""10000""}, {""key"": ""top_n"", ""label"": ""Top N"", ""type"": ""top_n"", ""required"": false, ""default"": ""100""}]"
nft.buyer_volume_cohorts,nft,wallet,buyer_volume_cohorts,Whale vs Retail Volume,Buyer rank bucketing,Buckets buyer volume into whale tiers and attributes trade volume to cohorts.,generic,"[""week:string"",""project:string"",""top_whales:number"",""mid_whales:number"",""retail:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""protocol"", ""label"": ""Protocol"", ""type"": ""protocol"", ""required"": false, ""default"": null}]"
nft.platform_active_users,nft,wallet,platform_active_users,Weekly Active Traders,Buyer-seller union,Counts distinct active wallets (buyers or sellers) per platform over time.,generic,"[""date:string"",""platform:string"",""active_wallets:number""]","[{""key"": ""protocol"", ""label"": ""Protocol"", ""type"": ""protocol"", ""required"": true, ""default"": ""blur""}, {""key"": ""interval"", ""label"": ""Interval"", ""type"": ""interval"", ""required"": false, ""default"": ""week""}]"
nft.platform_volume_timeseries,nft,marketplace,platform_volume_timeseries,Marketplace Volumes,nft.trades pivots,Compares daily trading volumes across major NFT marketplaces.,generic,"[""date:string"",""opensea:number"",""looksrare:number"",""rarible:number"",""foundation:number"",""larvalabs:number"",""superrare:number"",""nftx:number""]",[]
nft.diamond_hands_count,nft,holders,diamond_hands_count,Diamond Hands Holders,nft.trades analysis,Counts wallets that bought NFTs but never sold them.,generic,"[""category:string"",""count:number""]",[]
nft.atomic_flip_detector,nft,wallet,atomic_flip_detector,Atomic Flips,nft.trades self-join,Detects atomic NFT flips where same token bought and sold in same block.,generic,"[""token_id:string"",""sold_date:string"",""bought_date:string"",""seller:string"",""sold_platform:string"",""bought_platform:string""]",[]
nft.cross_platform_overlap,nft,wallet,cross_platform_overlap,Common Users,nft.trades intersection,Finds users active as buyers on multiple platforms before cutoff.,generic,"[""wallet_address:string""]",[]
nft.daily_trader_count,nft,wallet,daily_trader_count,Unique Traders,nft.trades unnest,Counts daily unique NFT traders combining buyers and sellers.,generic,"[""date:string"",""trader_count:number""]",[]
nft.new_returning_user_cohort,nft,holders,new_returning_user_cohort,New vs Returning Users,Dune NFT Trades,Computes monthly new vs returning users per project.,generic,"[""dt:string"",""project:string"",""new:number"",""old:number"",""total:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}]"
